Session ID,User ID,Vehicle_Variant_ID,Station_Variant_ID,Date,TimeOfDay_ID,Charging Duration (hours),Energy Consumed (kWh),Charging Rate (kW),Charging Cost (USD)
S11035,User_891,V119,S1101,2024-06-28,4,2.733,42.642,15.589,25.09
S11848,User_1295,V42,S911,2024-06-28,4,0.917,9.43,10.139,20.56
S10180,User_467,V122,S116,2024-06-28,4,3.067,62.741,20.385,30.63
S14233,User_1142,V86,S442,2024-07-01,4,2.65,33.057,12.427,28.7
S13991,User_1025,V154,S652,2024-07-01,4,2.667,29.689,11.116,29.0
S12514,User_300,V160,S518,2024-07-01,4,2.267,5.011,2.207,16.15
S12524,User_306,V12,S474,2024-07-01,4,1.9,17.555,9.232,17.36
S13460,User_761,V62,S505,2024-07-01,4,1.3,34.123,26.12,9.53
S13305,User_676,V90,S871,2024-07-01,4,2.45,42.519,17.248,12.62
S13009,User_532,V123,S507,2024-07-01,4,3.117,15.487,4.957,32.13
S14359,User_1204,V150,S288,2024-07-01,4,1.683,62.836,37.074,21.47
S13404,User_730,V147,S864,2024-07-01,4,0.7,54.934,76.855,40.01
S14396,User_1220,V160,S955,2024-07-01,4,1.55,17.565,11.262,31.69
S12729,User_399,V9,S760,2024-07-01,4,0.783,59.935,75.352,37.68
S12695,User_382,V78,S530,2024-07-01,4,1.233,5.0,4.024,16.73
S13642,User_855,V9,S337,2024-07-01,4,2.8,54.199,19.27,21.47
S12949,User_505,V50,S298,2024-07-01,4,0.75,52.354,68.676,27.71
S13335,User_692,V74,S262,2024-07-01,4,1.567,44.334,28.062,12.05
S12208,User_159,V147,S343,2024-07-01,4,3.717,5.0,1.342,8.33
S12084,User_96,V35,S5,2024-07-01,4,2.567,5.0,1.938,39.21
S13908,User_985,V50,S234,2024-07-01,4,1.317,7.064,5.305,23.67
S14014,User_1036,V145,S628,2024-07-01,4,1.083,68.14,62.122,13.97
S13500,User_780,V150,S680,2024-07-01,4,1.533,64.539,41.73,18.84
S12255,User_179,V86,S145,2024-07-01,4,3.017,68.736,22.687,42.78
S14143,User_1098,V154,S329,2024-07-01,4,3.333,58.539,17.48,22.73
S13712,User_891,V119,S1101,2024-07-01,2,3.617,49.688,13.733,24.78
S13913,User_987,V74,S284,2024-07-01,2,3.883,29.258,7.506,9.25
S12880,User_469,V137,S908,2024-07-01,2,2.5,17.45,6.974,35.91
S13708,User_889,V122,S818,2024-07-01,2,3.95,41.715,10.559,19.2
S13462,User_762,V58,S342,2024-07-01,2,3.4,84.919,24.888,23.09
S13969,User_1015,V42,S912,2024-07-01,2,1.017,23.791,23.181,31.02
S12705,User_386,V160,S1191,2024-07-01,2,2.433,43.791,17.887,22.46
S14085,User_1070,V150,S157,2024-07-01,2,1.3,47.768,36.513,36.38
S13541,User_801,V46,S677,2024-07-01,2,1.233,47.39,37.943,25.98
S13022,User_538,V50,S239,2024-07-01,2,1.917,41.711,21.726,30.83
S13179,User_615,V147,S254,2024-07-01,2,3.4,37.852,11.116,26.45
S13214,User_634,V38,S1179,2024-07-01,2,2.367,19.526,8.205,30.51
S12444,User_270,V4,S171,2024-07-01,2,0.633,64.638,101.288,5.41
S12537,User_312,V47,S506,2024-07-01,2,3.533,45.949,12.951,12.87
S14568,User_1314,V166,S966,2024-07-01,2,1.667,66.514,39.631,11.38
S12926,User_491,V154,S913,2024-07-01,2,1.65,16.436,9.871,1.57
S13925,User_993,V12,S272,2024-07-01,2,2.067,62.436,30.132,13.74
S12628,User_354,V23,S71,2024-07-01,2,3.483,73.965,21.163,26.29
S13736,User_902,V154,S52,2024-07-01,2,1.633,54.629,33.383,29.25
S12642,User_360,V78,S1126,2024-07-01,2,0.683,26.767,39.005,8.13
S12765,User_416,V70,S954,2024-07-01,2,3.617,55.91,15.458,11.06
S12082,User_95,V154,S19,2024-07-01,2,0.667,6.43,9.572,32.74
S12920,User_488,V50,S261,2024-07-01,2,2.617,11.891,4.529,13.37
S12562,User_324,V160,S502,2024-07-01,2,1.95,54.854,27.972,6.95
S14351,User_1200,V107,S431,2024-07-01,2,0.7,11.914,16.725,35.03
S12060,User_83,V82,S598,2024-07-01,2,2.633,37.001,14.003,28.28
S12376,User_235,V147,S1053,2024-07-01,2,3.333,5.0,1.498,8.79
S14571,User_1316,V126,S1089,2024-07-01,2,3.683,40.507,10.954,20.19
S12007,User_55,V62,S252,2024-07-01,2,1.683,17.404,10.306,9.26
S13839,User_953,V21,S1200,2024-07-01,2,3.667,10.304,2.809,16.94
S12178,User_141,V160,S1005,2024-07-01,2,1.9,44.951,23.463,27.28
S12577,User_331,V58,S492,2024-07-01,3,0.517,13.701,26.335,11.53
S12465,User_277,V86,S1125,2024-07-01,3,2.667,73.545,27.504,12.38
S12361,User_229,V37,S97,2024-07-01,3,0.55,39.766,71.688,8.82
S12758,User_413,V70,S69,2024-07-01,3,1.883,32.329,17.149,7.94
S13747,User_909,V160,S1023,2024-07-01,3,1.367,55.036,39.86,10.46
S13615,User_841,V78,S1157,2024-07-01,3,2.383,71.325,29.833,30.35
S12743,User_405,V7,S120,2024-07-01,3,3.0,30.047,9.984,30.74
S14533,User_1296,V126,S609,2024-07-01,3,3.4,82.742,24.252,25.53
S14099,User_1076,V160,S326,2024-07-01,3,0.867,47.819,54.752,37.99
S14027,User_1041,V42,S1103,2024-07-01,3,1.1,52.884,47.829,7.53
S13667,User_868,V78,S914,2024-07-01,3,2.65,36.835,13.863,20.26
S13479,User_771,V70,S136,2024-07-01,3,2.017,38.601,19.071,35.74
S13475,User_768,V74,S1184,2024-07-01,3,1.317,52.537,39.777,13.84
S13132,User_591,V142,S500,2024-07-01,3,0.983,49.434,49.491,11.19
S12447,User_271,V58,S1042,2024-07-01,3,0.917,47.71,51.917,32.94
S14219,User_1135,V51,S817,2024-07-01,3,3.817,37.545,9.822,7.89
S13221,User_638,V78,S878,2024-07-01,3,1.05,81.162,76.332,11.44
S14573,User_1317,V23,S809,2024-07-01,1,0.583,72.918,123.504,5.47
S12654,User_366,V74,S167,2024-07-01,1,0.833,10.98,13.09,20.24
S14052,User_1052,V74,S960,2024-07-01,1,2.05,61.673,29.946,33.0
S14431,User_1243,V42,S618,2024-07-01,1,1.817,79.983,43.888,20.32
S12902,User_480,V80,S671,2024-07-01,1,3.017,70.138,23.202,39.37
S12512,User_299,V12,S35,2024-07-01,1,2.883,25.462,8.816,19.39
S11959,User_33,V23,S287,2024-07-01,1,0.95,13.339,13.916,25.71
S13804,User_937,V147,S1093,2024-07-01,1,2.75,6.03,2.186,29.34
S12631,User_356,V51,S362,2024-07-01,1,3.1,8.416,2.705,30.73
S13119,User_585,V61,S820,2024-07-01,1,3.367,74.498,22.03,23.17
S13962,User_1011,V160,S39,2024-07-01,1,2.417,9.937,4.112,40.45
S12096,User_101,V13,S373,2024-07-01,1,1.967,63.981,32.414,10.3
S13687,User_878,V98,S178,2024-07-01,1,2.6,29.113,11.161,25.01
S12754,User_411,V103,S202,2024-07-01,1,3.9,28.991,7.409,30.48
S14483,User_1269,V154,S979,2024-07-01,1,3.15,31.402,9.966,9.87
S14427,User_1239,V154,S208,2024-07-01,1,1.45,97.532,66.718,39.06
S13037,User_546,V70,S385,2024-07-01,1,0.75,49.838,65.837,19.99
S14330,User_1189,V122,S983,2024-07-01,1,1.467,7.327,4.969,14.2
S12543,User_314,V147,S844,2024-07-01,1,0.617,6.932,11.069,13.14
S14182,User_1117,V16,S726,2024-07-01,1,1.683,37.739,22.245,12.5
S14230,User_1140,V12,S1059,2024-07-01,1,1.433,11.57,7.984,20.02
S14463,User_1259,V62,S704,2024-07-01,1,3.017,50.846,16.81,27.8
S12430,User_262,V62,S1052,2024-07-01,1,2.833,61.198,21.573,32.12
S13775,User_921,V50,S83,2024-07-01,4,3.767,11.83,3.135,18.05
S13968,User_1014,V147,S250,2024-07-01,4,3.783,5.0,1.317,21.96
S11999,User_51,V16,S40,2024-07-01,4,1.933,7.429,3.824,22.6
S12529,User_308,V16,S344,2024-07-01,4,3.283,45.781,13.925,4.91
S12058,User_83,V82,S598,2024-07-01,4,3.067,41.368,13.465,30.44
S13441,User_751,V12,S246,2024-07-01,4,0.683,85.084,123.536,13.28
S12290,User_194,V113,S207,2024-07-01,4,2.033,31.428,15.346,36.28
S14050,User_1052,V74,S960,2024-07-01,4,2.167,59.296,27.241,31.87
S12740,User_404,V74,S465,2024-07-01,4,3.367,83.911,24.861,17.31
S12550,User_317,V58,S877,2024-07-01,4,1.867,32.797,17.484,31.05
S14292,User_1172,V107,S3,2024-07-01,4,0.65,53.332,81.694,35.83
S14457,User_1256,V86,S1030,2024-07-01,4,2.817,11.838,4.199,36.8
S12310,User_204,V154,S743,2024-07-01,4,0.933,66.05,70.609,5.54
S14550,User_1304,V81,S16,2024-07-01,4,1.95,5.0,2.545,13.99
S13383,User_720,V113,S722,2024-07-02,4,3.45,26.068,7.532,37.21
S12831,User_449,V164,S630,2024-07-02,4,0.667,5.0,7.416,20.87
S13343,User_697,V8,S176,2024-07-02,4,1.333,5.0,3.732,9.0
S12030,User_70,V7,S682,2024-07-02,4,1.75,75.627,42.816,13.7
S12640,User_359,V160,S1046,2024-07-02,4,3.283,32.859,9.973,38.84
S13695,User_881,V9,S982,2024-07-02,4,3.167,41.344,13.026,31.78
S14076,User_1065,V150,S346,2024-07-02,4,1.767,21.731,12.19,6.45
S12634,User_357,V23,S738,2024-07-02,4,2.533,28.14,11.085,19.55
S13822,User_944,V51,S191,2024-07-02,4,1.45,42.344,29.058,35.44
S14021,User_1039,V122,S894,2024-07-02,4,2.217,50.256,22.641,35.86
S12194,User_149,V107,S54,2024-07-02,4,1.717,62.607,36.203,28.79
S12041,User_75,V82,S658,2024-07-02,4,1.35,59.137,43.516,21.35
S12967,User_514,V32,S523,2024-07-02,4,3.35,9.094,2.712,8.92
S14569,User_1315,V70,S692,2024-07-02,4,3.3,44.852,13.552,37.61
S12072,User_89,V16,S2,2024-07-02,4,1.067,33.291,31.176,15.73
S12620,User_351,V113,S231,2024-07-02,4,1.333,56.794,42.189,33.5
S13851,User_958,V86,S527,2024-07-02,2,3.233,30.57,9.451,32.0
S14496,User_1277,V160,S867,2024-07-02,2,0.9,35.204,38.713,12.66
S13809,User_939,V160,S1100,2024-07-02,2,1.4,10.128,7.221,15.32
S12844,User_455,V9,S574,2024-07-02,2,3.267,54.198,16.536,18.45
S13767,User_918,V142,S708,2024-07-02,2,0.583,42.676,72.347,34.17
S12521,User_304,V78,S915,2024-07-02,2,0.533,64.101,119.474,28.66
S12697,User_383,V147,S1183,2024-07-02,2,3.983,52.42,13.136,15.48
S14523,User_1291,V126,S1004,2024-07-02,2,1.967,62.751,31.762,34.23
S13258,User_656,V147,S714,2024-07-02,2,3.833,25.959,6.747,38.82
S13133,User_592,V154,S430,2024-07-02,2,3.383,21.085,6.213,7.2
S13152,User_603,V86,S47,2024-07-02,2,3.8,38.709,10.163,7.4
S12580,User_332,V122,S257,2024-07-02,2,2.267,25.139,11.037,17.02
S12116,User_110,V58,S1060,2024-07-02,2,3.883,5.0,1.288,12.24
S14243,User_1147,V51,S801,2024-07-02,2,3.55,25.399,7.126,40.68
S14405,User_1226,V12,S1111,2024-07-02,2,2.333,11.123,4.76,40.05
S12860,User_461,V147,S1154,2024-07-02,2,0.55,19.32,34.449,26.04
S13647,User_857,V50,S665,2024-07-02,2,2.267,58.619,25.776,39.15
S13929,User_994,V113,S396,2024-07-02,2,2.767,69.618,25.024,13.58
S12611,User_347,V42,S978,2024-07-02,2,3.967,31.762,7.976,38.76
S13737,User_903,V86,S1112,2024-07-02,2,1.717,68.326,39.68,17.59
S14525,User_1292,V7,S355,2024-07-02,2,0.967,58.992,60.605,26.83
S14165,User_1108,V74,S996,2024-07-02,2,1.383,12.853,9.254,23.5
S12065,User_86,V160,S891,2024-07-02,2,2.05,23.846,11.557,17.76
S14316,User_1183,V86,S756,2024-07-02,2,0.5,10.724,20.999,32.39
S13630,User_848,V42,S986,2024-07-02,2,2.8,24.638,8.777,13.89
S14183,User_1117,V16,S726,2024-07-02,2,1.5,45.954,30.347,12.45
S12997,User_527,V86,S44,2024-07-02,2,3.933,11.519,2.925,27.85
S11953,User_30,V12,S907,2024-07-02,2,2.133,50.599,23.567,30.1
S12568,User_326,V147,S436,2024-07-02,2,1.0,20.244,20.018,26.93
S12360,User_229,V37,S97,2024-07-02,2,1.367,44.257,32.211,9.17
S12713,User_390,V107,S825,2024-07-02,2,0.7,23.117,32.604,34.11
S13494,User_777,V113,S22,2024-07-02,2,1.55,13.932,8.936,40.6
S14016,User_1037,V113,S207,2024-07-02,3,0.55,7.542,13.479,8.35
S12999,User_527,V86,S44,2024-07-02,3,2.717,7.855,2.888,25.23
S14101,User_1077,V70,S473,2024-07-02,3,1.6,73.417,45.52,32.81
S14045,User_1049,V58,S739,2024-07-02,3,2.267,44.752,19.672,20.88
S12635,User_357,V23,S738,2024-07-02,3,3.417,25.429,7.426,19.34
S12186,User_144,V7,S1133,2024-07-02,3,3.983,86.64,21.739,7.01
S13244,User_648,V70,S632,2024-07-02,3,1.367,60.989,44.583,8.18
S14488,User_1274,V16,S166,2024-07-02,3,0.983,67.365,68.315,24.89
S12484,User_286,V82,S451,2024-07-02,3,1.117,54.8,48.85,8.53
S14088,User_1071,V74,S112,2024-07-02,3,1.167,5.0,4.275,14.56
S11991,User_48,V74,S1198,2024-07-02,3,0.517,29.025,55.374,18.51
S12764,User_415,V147,S134,2024-07-02,3,3.4,51.402,15.05,12.15
S12155,User_128,V16,S925,2024-07-02,3,3.05,7.636,2.499,30.21
S12359,User_229,V37,S97,2024-07-02,3,1.9,56.846,29.831,9.29
S12299,User_199,V78,S363,2024-07-02,3,1.883,26.155,13.886,8.38
S14343,User_1196,V147,S596,2024-07-02,3,2.217,5.0,2.24,29.98
S13933,User_996,V119,S883,2024-07-02,3,2.5,39.138,15.61,36.37
S14388,User_1216,V62,S226,2024-07-02,3,2.817,61.436,21.794,24.81
S14486,User_1272,V119,S642,2024-07-02,3,0.883,5.0,5.626,25.37
S13374,User_716,V23,S584,2024-07-02,3,1.417,31.91,22.466,38.07
S13433,User_745,V42,S125,2024-07-02,3,2.067,48.384,23.235,22.41
S14338,User_1193,V82,S206,2024-07-02,3,1.583,18.806,11.816,19.06
S13077,User_565,V16,S761,2024-07-02,3,1.65,31.006,18.706,12.28
S13048,User_551,V58,S219,2024-07-02,1,0.85,11.995,13.864,10.39
S14551,User_1304,V81,S16,2024-07-02,1,1.75,5.0,2.852,14.09
S14318,User_1184,V119,S797,2024-07-02,1,2.75,23.819,8.644,40.53
S12684,User_378,V119,S748,2024-07-02,1,2.233,54.624,24.448,30.1
S14186,User_1119,V82,S854,2024-07-02,1,3.45,9.337,2.694,8.61
S11910,User_7,V58,S185,2024-07-02,1,2.633,35.369,13.353,21.87
S13930,User_995,V78,S773,2024-07-02,1,2.9,57.712,19.865,23.56
S14346,User_1198,V78,S1019,2024-07-02,1,1.3,56.024,42.612,32.19
S12968,User_514,V32,S523,2024-07-02,1,2.1,9.685,4.584,8.62
S13823,User_945,V50,S214,2024-07-02,1,3.35,65.731,19.588,39.53
S12400,User_247,V23,S299,2024-07-02,1,1.267,65.389,51.257,12.71
S14224,User_1138,V58,S791,2024-07-02,1,1.95,52.989,27.078,21.8
S12218,User_162,V154,S95,2024-07-02,1,3.333,8.59,2.577,6.8
S13600,User_831,V23,S196,2024-07-02,1,3.733,48.718,13.032,31.11
S14263,User_1157,V153,S275,2024-07-02,1,1.9,64.435,33.77,18.71
S13523,User_792,V82,S695,2024-07-02,1,1.867,41.492,22.218,60.65
S13263,User_659,V160,S460,2024-07-02,1,3.2,65.117,20.271,14.83
S14311,User_1181,V113,S545,2024-07-02,1,2.95,20.373,6.879,17.58
S12276,User_188,V154,S862,2024-07-02,1,2.417,41.668,17.184,40.51
S12115,User_110,V58,S1060,2024-07-02,1,1.55,5.0,3.216,12.23
S13295,User_671,V58,S775,2024-07-02,1,3.183,48.322,15.143,18.97
S12405,User_250,V58,S737,2024-07-02,1,2.183,39.784,18.13,37.15
S13864,User_964,V78,S586,2024-07-02,4,3.517,27.59,7.84,20.44
S13529,User_794,V119,S1,2024-07-02,4,1.3,79.075,60.25,25.73
S12159,User_130,V70,S78,2024-07-02,4,1.95,36.088,18.469,25.26
S12619,User_350,V70,S496,2024-07-02,4,3.733,74.545,19.921,33.03
S12563,User_324,V160,S502,2024-07-02,4,3.783,45.735,12.056,6.25
S13116,User_583,V154,S613,2024-07-02,4,0.983,72.004,72.61,10.07
S13279,User_665,V42,S126,2024-07-02,4,3.433,46.936,13.624,10.42
S13025,User_539,V122,S383,2024-07-02,4,2.45,5.0,2.035,29.75
S12229,User_166,V122,S1002,2024-07-02,4,3.8,17.117,4.488,29.77
S12615,User_348,V142,S271,2024-07-02,4,2.533,57.968,22.791,20.29
S14456,User_1256,V86,S1030,2024-07-03,4,2.35,9.618,4.069,42.51
S12286,User_192,V86,S948,2024-07-03,4,0.9,52.719,57.773,24.33
S13701,User_884,V62,S732,2024-07-03,4,0.6,59.353,97.878,33.23
S13365,User_709,V150,S1183,2024-07-03,4,3.183,47.107,14.722,34.82
S14445,User_1250,V9,S495,2024-07-03,4,2.5,12.444,4.957,3.72
S12946,User_504,V58,S64,2024-07-03,4,2.817,64.495,22.871,30.15
S13350,User_701,V51,S553,2024-07-03,4,2.783,22.461,8.059,28.95
S12770,User_418,V122,S364,2024-07-03,4,2.533,37.986,14.991,8.3
S13436,User_747,V62,S803,2024-07-03,4,1.283,7.392,5.712,33.43
S14400,User_1222,V7,S339,2024-07-03,4,2.133,49.636,23.159,12.91
S13813,User_941,V107,S570,2024-07-03,4,1.533,69.667,45.397,19.2
S14576,User_1318,V126,S740,2024-07-03,4,2.533,15.393,6.052,34.1
S12533,User_310,V86,S1204,2024-07-03,4,1.433,79.026,54.701,38.04
S13284,User_667,V78,S373,2024-07-03,4,3.317,56.767,17.048,35.0
S12010,User_57,V10,S593,2024-07-03,4,0.733,64.54,87.275,29.44
S12855,User_459,V109,S332,2024-07-03,4,0.9,70.574,77.782,12.23
S14087,User_1071,V74,S112,2024-07-03,4,2.517,5.0,1.975,14.76
S14404,User_1225,V42,S1076,2024-07-03,4,2.233,7.339,3.265,22.56
S12264,User_183,V147,S156,2024-07-03,4,2.183,52.869,24.208,23.77
S12401,User_248,V156,S572,2024-07-03,4,2.983,77.668,25.927,65.76
S14528,User_1293,V58,S724,2024-07-03,4,2.467,24.463,9.871,8.26
S12021,User_65,V107,S58,2024-07-03,4,3.317,90.85,27.363,30.85
S13604,User_834,V163,S546,2024-07-03,4,0.967,5.0,5.102,40.35
S14177,User_1114,V51,S757,2024-07-03,4,0.917,5.0,5.42,21.56
S14521,User_1290,V70,S213,2024-07-03,4,3.117,40.102,12.824,24.84
S12226,User_165,V63,S595,2024-07-03,4,1.483,31.396,21.159,25.49
S13019,User_537,V58,S1088,2024-07-03,4,3.1,49.24,15.809,31.18
S12059,User_83,V82,S598,2024-07-03,2,1.85,33.553,18.036,29.88
S13100,User_577,V122,S187,2024-07-03,2,3.817,5.0,1.308,19.64
S13688,User_878,V98,S178,2024-07-03,2,3.333,23.099,6.912,29.78
S12011,User_58,V113,S93,2024-07-03,2,1.65,64.524,38.772,27.41
S12525,User_307,V136,S1145,2024-07-03,2,3.65,24.508,6.689,31.33
S14563,User_1310,V70,S1056,2024-07-03,2,2.35,14.529,6.172,29.08
S14017,User_1037,V113,S207,2024-07-03,2,3.517,7.287,2.064,8.96
S12609,User_346,V113,S104,2024-07-03,2,2.55,47.965,18.707,7.24
S13366,User_710,V142,S63,2024-07-03,2,1.1,49.093,44.161,14.01
S14011,User_1033,V160,S864,2024-07-03,2,1.667,91.762,55.045,39.14
S11915,User_9,V50,S1055,2024-07-03,2,3.567,50.286,14.057,30.35
S13994,User_1027,V154,S490,2024-07-03,2,0.883,5.0,5.573,12.12
S13676,User_873,V154,S906,2024-07-03,2,2.367,53.168,22.315,12.01
S14108,User_1081,V142,S675,2024-07-03,2,1.5,26.455,17.526,17.56
S12196,User_150,V23,S192,2024-07-03,2,3.95,45.819,11.553,7.57
S13136,User_594,V113,S318,2024-07-03,2,1.067,61.395,56.834,9.33
S14082,User_1068,V74,S278,2024-07-03,2,3.067,43.169,14.057,22.75
S12776,User_421,V126,S471,2024-07-03,2,1.4,41.939,29.731,13.05
S13353,User_702,V51,S796,2024-07-03,2,3.95,5.0,1.262,21.17
S12156,User_128,V16,S925,2024-07-03,2,0.633,9.51,14.655,27.22
S12033,User_71,V150,S1153,2024-07-03,2,2.75,82.832,30.039,16.5
S12076,User_91,V42,S478,2024-07-03,2,1.383,33.21,23.993,14.12
S12835,User_450,V113,S293,2024-07-03,2,2.933,9.819,3.331,42.87
S14446,User_1250,V9,S495,2024-07-03,2,1.117,13.209,11.721,3.81
S13446,User_755,V50,S804,2024-07-03,2,0.75,77.439,102.943,16.42
S14558,User_1307,V12,S542,2024-07-03,2,1.45,64.727,44.535,24.24
S12929,User_492,V82,S633,2024-07-03,2,3.367,40.654,12.031,7.22
S12402,User_248,V156,S572,2024-07-03,2,0.967,85.579,87.62,62.21
S12598,User_340,V9,S1148,2024-07-03,2,2.5,72.43,28.926,28.4
S13723,User_895,V150,S573,2024-07-03,2,2.9,64.487,22.15,27.3
S12871,User_466,V122,S433,2024-07-03,2,0.917,52.461,56.834,34.43
S13240,User_646,V126,S1071,2024-07-03,2,3.583,7.641,2.132,21.04
S12418,User_256,V42,S812,2024-07-03,2,1.383,83.907,60.576,35.7
S12389,User_242,V160,S715,2024-07-03,2,1.2,38.229,31.733,24.53
S13874,User_970,V74,S1190,2024-07-03,2,1.25,73.219,57.935,39.38
S13735,User_901,V42,S887,2024-07-03,2,0.567,5.0,8.785,13.31
S14482,User_1268,V86,S537,2024-07-03,2,3.6,56.822,15.728,37.14
S14366,User_1207,V23,S949,2024-07-03,2,2.8,47.188,16.819,5.65
S12153,User_126,V16,S258,2024-07-03,3,3.417,7.394,2.163,19.97
S12540,User_313,V119,S146,2024-07-03,3,2.1,46.245,21.852,36.08
S14061,User_1056,V51,S879,2024-07-03,3,2.65,38.964,14.692,3.54
S13435,User_746,V50,S190,2024-07-03,3,1.867,46.836,25.01,35.22
S13966,User_1014,V147,S250,2024-07-03,3,3.017,5.0,1.657,23.16
S12725,User_397,V82,S28,2024-07-03,3,0.9,51.859,57.563,10.63
S14074,User_1063,V9,S309,2024-07-03,3,3.783,31.411,8.293,11.78
S13165,User_610,V150,S515,2024-07-03,3,2.567,80.213,31.197,26.38
S12117,User_111,V147,S210,2024-07-03,3,1.633,30.384,18.557,20.93
S13790,User_929,V150,S1147,2024-07-03,3,3.667,37.192,10.129,14.24
S13241,User_647,V50,S967,2024-07-03,3,1.633,34.911,21.242,31.06
S13397,User_727,V3,S1092,2024-07-03,3,1.617,42.799,26.244,30.26
S12881,User_469,V137,S908,2024-07-03,3,1.183,21.989,18.519,34.0
S12450,User_272,V142,S678,2024-07-03,3,0.733,12.414,16.886,12.05
S13082,User_568,V82,S576,2024-07-03,3,1.45,43.084,29.547,19.89
S13326,User_686,V150,S876,2024-07-03,3,1.733,58.859,33.662,22.56
S12150,User_125,V150,S1058,2024-07-03,3,2.067,77.124,37.103,31.44
S14223,User_1137,V119,S928,2024-07-03,3,0.633,30.371,47.595,33.64
S14124,User_1089,V9,S432,2024-07-03,3,3.767,32.003,8.46,11.79
S12461,User_276,V51,S646,2024-07-03,3,2.267,5.901,2.599,39.36
S13583,User_822,V23,S1049,2024-07-03,3,2.1,8.778,4.172,4.88
S14500,User_1280,V126,S698,2024-07-03,3,2.45,59.097,24.086,12.12
S13662,User_865,V58,S584,2024-07-03,3,0.9,58.047,64.238,34.76
S14441,User_1247,V51,S354,2024-07-03,1,1.167,59.129,50.337,32.02
S12813,User_438,V62,S634,2024-07-03,1,0.983,83.334,84.675,29.43
S13008,User_532,V123,S507,2024-07-03,1,0.833,17.186,20.525,27.15
S13633,User_850,V58,S1014,2024-07-03,1,1.9,6.658,3.489,14.23
S12052,User_79,V23,S152,2024-07-03,1,0.95,26.327,27.693,43.04
S13659,User_863,V42,S581,2024-07-03,1,2.283,66.24,28.989,27.24
S13844,User_955,V150,S361,2024-07-03,1,2.933,35.252,11.994,17.49
S13081,User_567,V58,S215,2024-07-03,1,1.0,77.206,76.968,28.98
S13097,User_576,V86,S350,2024-07-03,1,2.35,5.0,2.116,14.1
S14102,User_1078,V78,S324,2024-07-03,1,0.783,41.117,51.622,28.92
S12983,User_522,V154,S972,2024-07-03,1,2.2,60.806,27.472,0.33
S14408,User_1227,V62,S636,2024-07-03,1,3.883,48.444,12.428,6.55
S14410,User_1228,V148,S1192,2024-07-03,1,1.7,63.885,37.391,39.96
S13287,User_668,V147,S664,2024-07-03,1,0.783,64.664,81.364,9.53
S13103,User_578,V16,S180,2024-07-03,1,2.483,8.249,3.318,6.06
S14127,User_1090,V142,S462,2024-07-03,4,3.567,5.0,1.397,31.26
S11969,User_38,V78,S1201,2024-07-03,4,2.833,63.187,22.265,16.99
S13819,User_943,V51,S536,2024-07-03,4,3.0,60.01,19.915,32.28
S13239,User_645,V78,S798,2024-07-03,4,3.617,6.047,1.671,12.48
S12464,User_277,V86,S1125,2024-07-03,4,3.2,94.786,29.47,12.32
S13679,User_874,V16,S1168,2024-07-03,4,2.1,61.578,29.104,19.13
S12647,User_362,V12,S1021,2024-07-03,4,0.6,28.567,46.406,38.81
S13570,User_814,V142,S101,2024-07-03,4,1.167,8.717,7.458,17.4
S12295,User_197,V42,S899,2024-07-03,4,2.383,43.564,18.16,43.44
S14003,User_1030,V147,S55,2024-07-03,4,0.633,32.297,50.292,23.85
S12335,User_216,V51,S265,2024-07-03,4,1.133,28.127,24.462,34.88
S12211,User_160,V62,S375,2024-07-03,4,1.817,45.613,24.887,35.44
S14409,User_1227,V62,S636,2024-07-03,4,0.867,52.661,59.911,7.15
S13389,User_722,V62,S639,2024-07-03,4,1.517,87.671,57.363,9.03
S12238,User_170,V16,S484,2024-07-03,4,0.567,47.744,83.408,14.73
S13282,User_666,V142,S404,2024-07-03,4,2.65,21.722,8.155,7.39
S12950,User_505,V50,S298,2024-07-03,4,1.833,56.938,30.845,27.85
S14090,User_1072,V57,S616,2024-07-03,4,2.883,18.41,6.349,40.91
S13610,User_837,V126,S345,2024-07-03,4,2.75,37.785,13.704,26.01
S14275,User_1163,V58,S557,2024-07-04,4,3.733,56.302,15.033,17.76
S13899,User_982,V16,S1073,2024-07-04,4,3.017,62.012,20.535,36.65
S13716,User_892,V82,S868,2024-07-04,4,2.2,69.433,31.358,28.88
S13554,User_806,V113,S412,2024-07-04,4,1.183,5.0,4.204,39.94
S14173,User_1111,V154,S1197,2024-07-04,4,3.45,43.87,12.681,17.02
S13458,User_760,V99,S529,2024-07-04,4,1.083,30.969,28.387,23.67
S12296,User_197,V42,S899,2024-07-04,4,2.917,56.242,19.275,47.3
S14185,User_1118,V70,S893,2024-07-04,4,0.867,44.228,50.692,24.35
S13246,User_650,V101,S638,2024-07-04,4,3.683,51.661,14.015,36.67
S13588,User_825,V160,S416,2024-07-04,4,0.95,50.932,53.54,14.34
S13768,User_918,V142,S708,2024-07-04,4,0.817,43.599,53.23,29.52
S13657,User_862,V110,S1139,2024-07-04,4,0.85,63.631,74.475,16.25
S11972,User_39,V154,S500,2024-07-04,4,1.567,64.062,40.601,27.95
S13192,User_623,V23,S1164,2024-07-04,4,3.233,12.362,3.809,10.52
S14093,User_1073,V62,S135,2024-07-04,4,2.033,43.414,21.225,11.39
S12794,User_431,V95,S100,2024-07-04,4,1.317,41.579,31.354,5.81
S12728,User_398,V42,S1002,2024-07-04,4,3.083,21.638,6.999,9.91
